80149.75500000583,80149.75500000583,80267.5450000097,80267.5450000097,80298.36000000068,80298.36000000068,80360.58000000776,80360.58000000776,80362.79500000819,80362.79500000819,80441.36500000604,80441.36500000604,80469.38999999838,80469.38999999838,80541.64000001037,80541.64000001037,80568.53499999852,80568.53499999852,80641.30000000296,80641.30000000296,80721.56000000541,80721.56000000541,80776.28499999992,80776.28499999992,80845.7100000087,80845.7100000087,80928.2050000038,80928.2050000038,81015.32000000589,81015.32000000589,81093.23500000755,81093.23500000755,81155.42000001005,81155.42000001005,81272.81999999832,81272.81999999832,81290.8299999981,81290.8299999981,81340.1850000082,81340.1850000082,81415.4750000016,81415.4750000016,81488.28499999945,81488.28499999945,81525.24499999708,81525.24499999708,81605.21500000323,81605.21500000323
84612.38500000036,84612.38500000036,84711.18500000739,84711.18500000739,84775.62000000034,84775.62000000034,84832.64999999665,84832.64999999665,84837.8650000086,84837.8650000086,84905.47500000685,84905.47500000685,84970.1400000049,84970.1400000049,85038.59999999986,85038.59999999986,85475.03000000142,85475.03000000142,85555.8250000031,85555.8250000031,85677.55000000761,85677.55000000761,85735.30500000925,85735.30500000925,85914.33500000858,85914.33500000858,85986.19000001054,85986.19000001054,86090.96500001033,86090.96500001033,86163.73000000021,86163.73000000021,86234.09500000707,86234.09500000707,86332.55500000087,86332.55500000087,86387.19000000856,86387.19000000856,86418.01000000851,86418.01000000851,86431.58499999845,86431.58499999845,86514.1200000071,86514.1200000071,86612.7550000092,86612.7550000092,86677.93000000529,86677.93000000529
90837.29999999923,90837.29999999923,90919.95500000485,90919.95500000485,90968.82999999798,90968.82999999798,90977.19499999948,90977.19499999948,91018.39500000642,91018.39500000642,91049.4400000025,91049.4400000025,91109.61500000849,91109.61500000849,91164.10500000347,91164.10500000347,91182.62500000128,91182.62500000128,91257.5599999982,91257.5599999982,91309.86999999732,91309.86999999732,91374.63000000571,91374.63000000571,91437.06999999995,91437.06999999995,91528.02500000689,91528.02500000689,91572.67000000866,91572.67000000866,91640.12999999977,91640.12999999977,91723.17500000645,91723.17500000645,91863.56500000693,91863.56500000693,91871.85999999929,91871.85999999929,91885.62000000093,91885.62000000093,91928.31000000297,91928.31000000297,91932.65499999688,91932.65499999688,92396.76000000327,92396.76000000327,92473.6350000021,92473.6350000021
9507.989999998244,9507.989999998244,9606.234999999288,9606.234999999288,9665.025000009337,9665.025000009337,9709.780000004685,9709.780000004685,9714.690000007977,9714.690000007977,9821.64000000921,9821.64000000921,9831.570000009378,9831.570000009378,9902.155000003404,9902.155000003404,9946.265000005951,9946.265000005951,10050.119999999879,10050.119999999879,10118.065000002389,10118.065000002389,10190.210000000661,10190.210000000661,10193.370000008144,10193.370000008144,10289.31000000739,10289.31000000739,10375.370000008843,10375.370000008843,10448.010000007343,10448.010000007343,10505.30499999877,10505.30499999877,10600.990000006277,10600.990000006277,10663.56000000087,10663.56000000087,10704.180000000633,10704.180000000633,10707.569999998668,10707.569999998668,10775.69000000949,10775.69000000949,10827.235000004293,10827.235000004293,10912.820000012289,10912.820000012289
4786.339999991469,4977.194999999483,4910.479999991367,5037.959999986924,5119.749999998021,5218.454999994719,5316.424999997253,5388.279999999213,5443.929999993998,5535.329999998794,6222.514999986743,6285.3049999976065,6357.404999987921,6444.5749999867985,6528.674999994109,6609.409999990021,6759.265000000596,6914.955000000191,6903.119999988121,6986.234999989392,7065.609999990556,7161.269999996875,7914.655000000494,7977.094999994733
21529.899999994086,21529.899999994086,21638.04999999411,21638.04999999411,21709.19999999751,21709.19999999751,21770.43999999296,21770.43999999296,21770.954999999958,21770.954999999958,21849.554999993416,21849.554999993416,21888.51999999315,21888.51999999315,21956.389999992098,21956.389999992098,22009.799999999814,22009.799999999814,22132.975000000442,22132.975000000442,22715.909999998985,22715.909999998985,22823.629999998957,22823.629999998957,22847.91499999119,22847.91499999119,22983.42999999295,22983.42999999295,22994.670000000042,22994.670000000042,23123.59999999171,23123.59999999171,24004.294999991544,24004.294999991544,24107.649999990826,24107.649999990826,24143.02499999758,24143.02499999758,24207.40499999374,24207.40499999374,24233.634999996866,24233.634999996866,24297.474999999395,24297.474999999395,24368.9999999915,24368.9999999915,24432.539999994333,24432.539999994333
10817.405000000008,10817.405000000008,10911.205000000109,10911.205000000109,10960.180000000037,10960.180000000037,11025.29000000004,11025.29000000004,11030.750000000126,11030.750000000126,11097.440000000006,11097.440000000006,11115.350000000035,11115.350000000035,11188.350000000128,11188.350000000128,11232.999999999947,11232.999999999947,11313.565000000153,11313.565000000153,11363.055000000031,11363.055000000031,11427.19000000011,11427.19000000011,11456.660000000056,11456.660000000056,11531.380000000127,11531.380000000127,11634.97499999994,11634.97499999994,11713.635000000068,11713.635000000068,11841.28499999997,11841.28499999997,11931.880000000092,11931.880000000092,11970.710000000054,11970.710000000054,12021.619999999984,12021.619999999984,12024.895000000015,12024.895000000015,12098.015000000032,12098.015000000032,12163.320000000112,12163.320000000112,12243.494999999939,12243.494999999939
4300.025000000005,4424.314999999979,4380.155000000059,4509.445000000142,4921.510000000126,5016.245000000026,5042.914999999994,5101.670000000013,5122.8399999999965,5208.86500000006,5317.95000000011,5385.365000000093,5403.165000000172,5497.155000000021,5582.595000000083,5673.000000000002,5694.320000000062,5836.740000000191,5775.120000000015,5870.61000000017,5867.8100000001905,5940.445000000182,6024.065000000064,6086.635000000115
17222.915000000285,17222.915000000285,17314.65500000013,17314.65500000013,17368.690000000242,17368.690000000242,17412.37000000001,17412.37000000001,17503.38499999998,17503.38499999998,17589.13500000017,17589.13500000017,17816.90000000026,17816.90000000026,17880.004999999983,17880.004999999983,18098.379999999906,18098.379999999906,18168.155000000297,18168.155000000297,18303.429999999935,18303.429999999935,18376.174999999876,18376.174999999876,18436.2000000001,18436.2000000001,18513.18500000025,18513.18500000025,18606.970000000274,18606.970000000274,18676.519999999982,18676.519999999982,18732.060000000274,18732.060000000274,18807.34500000017,18807.34500000017,18863.690000000133,18863.690000000133,18894.700000000284,18894.700000000284,18910.87000000016,18910.87000000016,18973.385000000235,18973.385000000235,19045.370000000275,19045.370000000275,19126.540000000205,19126.540000000205
34132.88499999999,34132.88499999999,34220.870000000104,34220.870000000104,34277.2600000003,34277.2600000003,34308.52000000005,34308.52000000005,34332.165000000256,34332.165000000256,34378.365000000034,34378.365000000034,34439.20000000026,34439.20000000026,34511.89500000009,34511.89500000009,34531.87500000013,34531.87500000013,34615.749999999935,34615.749999999935,35002.670000000304,35002.670000000304,35062.2900000003,35062.2900000003,35119.25999999994,35119.25999999994,35196.53500000004,35196.53500000004,35332.499999999985,35332.499999999985,35381.56500000013,35381.56500000013,35446.31000000027,35446.31000000027,35524.585000000116,35524.585000000116,35584.25500000021,35584.25500000021,35622.62499999997,35622.62499999997,35628.240000000005,35628.240000000005,35695.880000000216,35695.880000000216,35781.45500000028,35781.45500000028,35843.870000000155,35843.870000000155
