17489,17564,18061,18136,18611,18722,18767,18843,18860,18933,18923,19019.000000000004,19049,19110,19262,19340,19452,19512,19589,19681,19723,19803,19772.000000000004,19827
22474,22554.000000000004,22978,23075,23108,23214.000000000004,23205.000000000004,23279,23328,23377,23370,23462,23465,23533,23710,23786,23984,24062,24130,24214.000000000004,24256,24328,24305,24368.000000000004
27054.000000000004,27114,27223,27295,27366,27458.000000000004,27462,27522.000000000004,27597,27716,27705.000000000004,27805,27979,28070,28355,28438,28549,28608,28689,28769.000000000004,28801.000000000004,28879,28853,28920
31496.000000000004,31556,31662,31738,31784,31887,31881,31932.000000000004,31965,32026.000000000004,32028,32100,32130.000000000004,32203.000000000004,32270.000000000004,32361.000000000004,32453.000000000004,32532.000000000004,32610,32680.999999999996,32685.000000000004,32765,32753,32833
35338,35385,35476,35547.00000000001,35620,35703,35667,35723,35754,35830,35831,35918,35930,36002,36102.00000000001,36194,36310,36386,36457,36528,36545,36621,36599.00000000001,36685
62330,62381,62470,62591,62574,62661,62583,62674,62696,62772,62780,62868,62880,62957,63069,63156,63268,63335,63413.00000000001,63497,63506,63589,63565.00000000001,63629
66136,66210.00000000001,66323.00000000001,66407,66421,66511,66445.00000000001,66511,66568,66620,66624,66696,66700,66776,66865,66949,67063,67131,67235,67292,67313,67386,67378,67445.00000000001
69983,70058,70132,70244,70184,70255,70248,70327,70304,70392,70384,70467,70480,70552,70617,70701.00000000001,70784,70868,70943,71018,71022,71092,71084,71170
72160,72220,72312,72386,72367,72434,72375,72464,72478,72561,72553,72646,72648,72725.00000000001,72737,72825,72910,72979,73077,73153,73097.00000000001,73157,73213.00000000001,73303
74000,74063,74133,74228.00000000001,74196,74262,74245,74320.00000000001,74313,74403,74395,74481,74497,74580,74585.00000000001,74661,74738,74810,74900,74960.00000000001,74943,75012,75055,75139
81493,81564,81681,81775,81761,81816,81767,81837,81852,81949,81966.00000000001,82042,82043,82111,82164,82240,82337,82416,82529,82605,82609,82684,82743,82789
85682,85759,86146,86209,86212,86286,86272,86342,86356.00000000001,86410,86414,86486,86495,86582.00000000001,86610,86694,86787,86856.00000000001,86962,87037,87013,87085.00000000001,87139,87194
90837,90909,91278,91342,91396,91480,91473,91528,91544,91611,91596,91693,91717,91788,91846,91925,92034,92106.00000000001,92216.00000000001,92284,92301,92387,92378,92442
95328,95375,95477,95544,95913,96008,96013,96077,96096,96183,96168,96256,96276,96350.00000000001,96401,96481.00000000001,96585.00000000001,96662,96749,96828,96849,96927,96912,96958
97665,97741,97842,97929,97976,98052,98076.00000000001,98124,98159,98191,98176,98282,98316,98409,98435,98527,98619,98693,98824,98912,98959,99037,99098,99162
105745,105823.00000000001,106190,106249,106592,106687,106706,106753,106793,106879,106860,106958,106978.00000000001,107053,107113,107200,107270,107345,107420,107515,107524,107587,107653,107683
110214,110298,110780,110844.00000000001,111196,111303,111317,111369,111428,111502,111473,111584,111615.00000000001,111730,111743.00000000001,111830,111882,111975.00000000001,112048,112135,112128,112199,112218,112282
113195.00000000001,113274,113379,113459,113571,113670,113726,113783,113748,113831,113815,113919,113962,114093,114066,114139,114203,114281,114362.00000000001,114453,114470,114544,114556,114611
115321,115396,115518,115586,115632,115716.00000000001,115704.00000000001,115760,115797,115844.00000000001,115828,115924,115932,116068,116042,116128,116186,116261,116352,116453,116447,116519,116550,116604
117280,117357,117457.00000000001,117532,117552,117629,117588.00000000001,117661,117702,117759,117735,117838.00000000001,117839,117961,117934,118018,118064,118144,118296,118400,118434,118494,118561,118577
123588.00000000001,123667,123792,123864,123941,124020,123988,124036,124105,124172,124161,124244,124252.00000000001,124396,124357,124432,124478.00000000001,124561,124663,124754,124781,124861,124853.00000000001,124909
128029,128097.00000000001,128210.00000000001,128275,128350,128425.00000000001,128410,128465,128577,128699.99999999999,128664.99999999999,128767,128761,128848.99999999999,129073.00000000001,129166,129250,129313.00000000001,129387,129467.00000000001,129512,129586.99999999999,129592.00000000001,129639.00000000001
130601,130680,130985.00000000001,131037,131156,131241,131245,131308,131329,131429,131397,131496,131501,131624,131597,131659,131727,131814,131923,132006,132050,132119,132165,132188.00000000003
132890.00000000003,132950,133039.00000000003,133131,133176.00000000003,133265.00000000003,133274,133325,133314,133397,133410,133478,133499,133614,133595,133677,133734,133808,133898,133976,133990,134071,134074,134136
134857,134927,135037,135109,135224,135308,135309,135364,135358,135458,135439,135531,135546,135661,135633,135713,135791,135860,135944.00000000003,136028,136050,136127,136140.00000000003,136183
